"Time (s)"	"Linear Acceleration x (m/s^2)"	"Linear Acceleration y (m/s^2)"	"Linear Acceleration z (m/s^2)"	"Absolute acceleration (m/s^2)"
2.348011494E0	9.228755832E-1	1.437053680E-1	1.069937050E-1	9.401054344E-1
2.356037509E0	1.027761459E0	7.044506073E-2	1.488408148E-1	1.040869690E0
2.364094040E0	1.202234745E0	1.530094147E-1	3.603922725E-1	1.264382400E0
2.372150572E0	1.251787424E0	7.773780823E-2	6.439558864E-1	1.409856058E0
2.380207104E0	1.274846911E0	1.127481461E-1	8.446553349E-1	1.533424086E0
2.388263634E0	1.212371588E0	2.197208405E-1	1.080086946E0	1.638508446E0
2.396320166E0	1.028522491E0	3.433313370E-1	9.205645323E-1	1.422383205E0
2.404376698E0	1.030084610E0	5.337800980E-1	5.924288034E-1	1.302677007E0
2.412402713E0	1.065147996E0	9.205865860E-1	4.631115794E-1	1.482056764E0
2.420459243E0	9.253662825E-1	1.128158569E0	6.049523354E-1	1.579560649E0
2.428515775E0	7.376362085E-1	1.134276390E0	5.535703897E-1	1.461892705E0
2.436572306E0	8.949245811E-1	1.111904144E0	6.517050266E-1	1.569057129E0
2.444628838E0	1.113951445E0	9.411687851E-1	5.900681019E-1	1.573170960E0
2.452685370E0	1.274955034E0	7.224340439E-1	4.402003884E-1	1.530097274E0
2.460711384E0	1.422807693E0	5.992794037E-1	4.227791429E-1	1.600706013E0
2.468767915E0	1.470960975E0	5.332603455E-1	3.569473028E-1	1.604837737E0
2.476824447E0	1.399150014E0	5.243463516E-1	3.096478581E-1	1.525923214E0
2.484880979E0	1.389318824E0	4.958639145E-1	2.024235725E-1	1.488980564E0
2.492937510E0	1.278170228E0	5.052785873E-1	1.358184814E-1	1.381112683E0
2.500994042E0	1.099108934E0	5.119800568E-1	1.254993677E-1	1.218980771E0
2.509050573E0	8.967092037E-1	5.065097809E-1	1.056824327E-1	1.035281764E0
2.517076588E0	6.986819506E-1	5.320911407E-1	5.596578121E-3	8.782418641E-1
2.525133119E0	5.685706139E-1	4.068546295E-1	-2.546063662E-1	7.440615796E-1
2.533189651E0	4.941751063E-1	3.248558044E-1	-4.681119025E-1	7.542341033E-1
2.541215665E0	2.986301780E-1	3.125410080E-1	-4.833360314E-1	6.484408872E-1
2.549272196E0	1.126869172E-1	3.269081116E-1	-4.927558303E-1	6.019763808E-1
2.557328728E0	-3.269574046E-2	2.099943161E-1	-4.764020443E-1	5.216565269E-1
2.565385260E0	-1.635969281E-1	1.603488922E-1	-3.452675641E-1	4.143493851E-1
2.573441791E0	-1.376701146E-1	1.996135712E-2	-2.610895634E-1	2.958365703E-1
2.581498323E0	-1.639618129E-1	-1.514778137E-1	-2.076714635E-1	3.048875873E-1
2.589524337E0	-1.630470455E-1	-2.535533905E-1	-1.458900571E-1	3.348993425E-1
2.597580869E0	-1.810831428E-1	-3.845911026E-1	-1.343573928E-1	4.458175970E-1
2.605637400E0	-3.109952509E-1	-4.587326050E-1	-1.571612954E-1	5.760671157E-1
2.613693932E0	-6.211351752E-1	-3.896970749E-1	-3.044420481E-2	7.338934294E-1
2.621750464E0	-9.230933189E-1	-3.067979813E-1	2.371263504E-2	9.730306089E-1
2.629806994E0	-1.245350957E0	-1.645746231E-1	9.297668934E-3	1.256212665E0
2.637833009E0	-1.627381682E0	-1.058101654E-2	-8.210593462E-2	1.629485957E0
2.645889541E0	-1.826283693E0	1.387453079E-1	-1.644002199E-1	1.838909955E0
2.653946072E0	-1.848424911E0	1.734342575E-1	-2.343896031E-1	1.871281000E0
2.662002603E0	-1.848227739E0	1.007642746E-1	-2.450761199E-1	1.867126541E0
2.670059135E0	-1.837938666E0	-4.812049866E-2	-1.991192400E-1	1.849319495E0
2.678115666E0	-1.782676220E0	-1.524248123E-1	-5.522626638E-2	1.790032896E0
2.686141681E0	-1.785470486E0	-3.212480545E-1	1.521930099E-1	1.820513082E0
2.694198213E0	-1.792321801E0	-4.087572098E-1	3.538654447E-1	1.872089915E0
2.702254744E0	-1.799657345E0	-4.726428986E-1	3.296075463E-1	1.889655790E0
2.710311275E0	-1.858743310E0	-4.531269073E-1	2.042348981E-1	1.924048487E0
2.718367807E0	-1.842549801E0	-4.004497528E-1	5.116039515E-2	1.886257448E0
2.726393822E0	-1.773977637E0	-3.958883286E-1	-2.073832750E-1	1.829407568E0
2.734450353E0	-1.763569593E0	-4.550504684E-1	-2.806939781E-1	1.842834162E0
2.742506884E0	-1.915551543E0	-3.453273773E-1	-1.950128078E-1	1.956174508E0
2.750563416E0	-2.069116116E0	-2.379226685E-1	-1.046336293E-1	2.085376919E0
2.758619947E0	-2.080033541E0	-1.566925049E-1	-1.230704784E-2	2.085963455E0
2.766676479E0	-2.214591742E0	-1.183948517E-1	1.468793750E-1	2.222612758E0
2.774733011E0	-2.347590446E0	-5.845069885E-2	3.209237456E-1	2.370145447E0
2.782759025E0	-2.410703897E0	5.181026459E-2	4.106633663E-1	2.445980782E0
2.790815556E0	-2.356148720E0	5.426216125E-2	3.482903242E-1	2.382370106E0
2.798872088E0	-2.182973146E0	6.752204895E-2	1.500243545E-1	2.189163834E0
2.806928620E0	-2.068734169E0	1.363153458E-1	-1.587023735E-1	2.079285786E0
2.814985151E0	-1.924567103E0	1.002759933E-1	-2.660227716E-1	1.945451599E0
2.823011165E0	-1.795840859E0	2.642822266E-2	-1.895924807E-1	1.806014438E0
2.831067697E0	-1.597230196E0	-3.500366211E-2	-1.113291979E-1	1.601487979E0
2.839124228E0	-1.481885552E0	-1.950931549E-2	-3.468292952E-2	1.482419748E0
2.847180760E0	-1.346955895E0	-2.532577515E-2	2.401220798E-2	1.347407943E0
2.855237292E0	-1.216384411E0	2.481460571E-3	-3.443062305E-2	1.216874135E0
2.863293823E0	-1.037388325E0	-1.752471924E-2	-1.501917839E-1	1.048350716E0
2.871319837E0	-9.730503559E-1	-7.699203491E-2	-2.160230279E-1	9.997103166E-1
2.879376369E0	-9.615140557E-1	-5.254077911E-2	-2.342243791E-1	9.910251624E-1
2.887432901E0	-1.012826562E0	1.517963409E-2	-1.505420804E-1	1.024065908E0
2.895489432E0	-1.113933206E0	1.500072479E-1	2.631676197E-2	1.124296194E0
2.903545964E0	-1.191645980E0	2.608776093E-1	1.269292831E-1	1.226453550E0
2.911571978E0	-1.170771718E0	3.405504227E-1	9.375649691E-2	1.222894634E0
2.919628510E0	-1.123310089E0	3.914575577E-1	4.092472792E-2	1.190268629E0
2.927685041E0	-1.032810688E0	3.849449158E-1	-7.114714384E-2	1.104510037E0
2.935741573E0	-8.679729700E-1	3.401308060E-1	-8.878022432E-2	9.364550016E-1
2.943798103E0	-7.192538977E-1	3.059873581E-1	-4.165232182E-2	7.827447531E-1
2.951854635E0	-6.690915823E-1	2.742071152E-1	9.145981073E-2	7.288607442E-1
2.959880650E0	-6.283740997E-1	2.519397736E-1	2.392138243E-1	7.180187410E-1
2.967937182E0	-5.652552843E-1	2.104120255E-1	2.492813468E-1	6.526315551E-1
2.975993712E0	-5.633353591E-1	2.310609818E-1	2.121748924E-1	6.447899573E-1
2.984050244E0	-5.312740803E-1	2.421360016E-1	1.893241405E-1	6.137797828E-1
2.992106776E0	-5.214695930E-1	2.174158096E-1	2.056979537E-1	6.012585292E-1
3.000163307E0	-4.533513188E-1	2.023134232E-1	1.945221424E-1	5.331950894E-1
3.008219839E0	-3.841387630E-1	2.110977173E-1	2.025990486E-1	4.828780487E-1
3.016276371E0	-3.899969459E-1	1.934700012E-1	3.095359206E-1	5.341729545E-1
3.024302385E0	-3.443868756E-1	1.684989929E-1	3.507974744E-1	5.196663341E-1
3.032358916E0	-2.459244728E-1	1.791753769E-1	3.075158596E-1	4.326068260E-1
3.040415448E0	-2.211177349E-1	1.848707199E-1	3.489918709E-1	4.526207703E-1
3.048471979E0	-1.887298226E-1	1.999568939E-1	2.952967882E-1	4.034871727E-1
3.056497993E0	-1.152728796E-1	2.268810272E-1	1.313390136E-1	2.863787244E-1
3.064554525E0	-1.179644465E-1	2.896051407E-1	6.992858648E-2	3.204321385E-1
3.072611057E0	-1.471463442E-1	3.880786896E-1	1.565223932E-1	4.435722889E-1
3.080667588E0	-1.189762354E-1	3.833713531E-1	1.286224723E-1	4.215123716E-1
3.088724120E0	-2.141743898E-2	3.424892426E-1	1.758099794E-1	3.855732574E-1
3.096780652E0	3.165787458E-2	3.660812378E-1	2.213647366E-1	4.289755707E-1
3.104806666E0	9.339642525E-2	3.033170700E-1	1.388794184E-1	3.464269476E-1
3.112863197E0	1.497012377E-1	2.786865234E-1	1.298276186E-1	3.419529931E-1
3.120919729E0	1.841224432E-1	3.329114914E-1	7.629036903E-3	3.805119412E-1
3.128976261E0	1.846846938E-1	4.156875610E-1	-9.334945679E-2	4.643476129E-1
3.137002275E0	2.032893896E-1	4.504327774E-1	-2.076919079E-1	5.360524149E-1
3.145058806E0	2.135094404E-1	4.205160141E-1	-2.821429968E-1	5.495677118E-1
3.153084820E0	3.201140165E-1	3.715085983E-1	-2.466380894E-1	5.489280184E-1
3.161141352E0	4.039996564E-1	2.651653290E-1	-2.957415581E-2	4.841518406E-1
3.169197883E0	4.558018148E-1	1.637296677E-1	2.927349806E-1	5.659120668E-1
3.177254415E0	4.825233221E-1	7.194709778E-2	4.980283976E-1	6.971638445E-1
3.185280429E0	5.939354300E-1	1.850414276E-2	5.747096539E-1	8.266758038E-1
3.193336961E0	7.150707245E-1	4.877471924E-2	4.902313948E-1	8.683501222E-1
3.201393492E0	8.443211913E-1	2.376937866E-2	2.879313827E-1	8.923831792E-1
3.209450024E0	9.877303839E-1	-3.981590271E-2	9.222251177E-2	9.928250647E-1
3.217506556E0	1.019565940E0	-1.968097687E-2	-3.136837482E-2	1.020238218E0
3.225563087E0	1.002732515E0	2.445602417E-2	-3.128594160E-2	1.003518512E0
3.233589101E0	9.348807335E-1	4.954147339E-2	1.445972919E-1	9.472933655E-1
3.241645633E0	8.782215118E-1	7.709026337E-2	2.765136361E-1	9.239457362E-1
3.249671647E0	9.948439598E-1	3.754043579E-2	2.006161213E-1	1.015564186E0
3.257697662E0	1.028572679E0	2.911949158E-2	1.843604445E-1	1.045370017E0
3.265754194E0	1.063780665E0	-1.271438599E-2	2.555519342E-1	1.094119624E0
3.273810725E0	1.031831503E0	4.381465912E-2	3.106498122E-1	1.078470807E0
3.281867256E0	1.132597089E0	4.067897797E-2	4.520017505E-1	1.220137913E0
3.289923788E0	1.164997101E0	1.382446289E-2	6.147937179E-1	1.317338482E0
3.297949803E0	1.156419277E0	-1.038837433E-2	6.558359861E-1	1.329486481E0
3.306006334E0	1.230104327E0	-2.252101898E-2	5.956267715E-1	1.366907130E0
3.314062865E0	1.305131555E0	1.800727844E-2	3.666589856E-1	1.355777065E0
3.322119396E0	1.355044365E0	-1.379013062E-3	1.730809212E-1	1.366054222E0
3.330175928E0	1.417463183E0	-5.668449402E-2	1.530218124E-1	1.426825386E0
3.338232460E0	1.393482924E0	-2.086353302E-2	1.734770536E-1	1.404394615E0
3.346288991E0	1.396269202E0	5.345821381E-2	2.963121533E-1	1.428364925E0
3.354315005E0	1.395437956E0	8.724021912E-2	3.855202198E-1	1.450339196E0
3.362371537E0	1.440031409E0	5.881309509E-2	3.560353518E-1	1.484557379E0
3.370428069E0	1.461460829E0	9.978103638E-2	2.016736269E-1	1.478680581E0
3.378484600E0	1.542356014E0	1.023988724E-1	-2.024304867E-2	1.545884014E0
3.386541132E0	1.534875631E0	1.840324402E-1	-1.306986213E-1	1.551384308E0
3.394597664E0	1.453601718E0	2.490425110E-1	-4.506617785E-2	1.475469785E0
3.402623678E0	1.365447283E0	2.904624939E-1	3.370498419E-1	1.436111882E0
3.410680209E0	1.393329978E0	2.652730942E-1	6.223937869E-1	1.548906798E0
3.418736741E0	1.503328681E0	2.786521912E-1	5.162779689E-1	1.613749394E0
3.426793272E0	1.665787935E0	2.108221054E-1	2.665265203E-1	1.700097583E0
3.434849804E0	1.892253995E0	7.381725311E-2	6.205308437E-2	1.894709675E0
3.442906336E0	2.120125532E0	-7.848930359E-2	4.781889915E-2	2.122116747E0
3.450962867E0	2.221835136E0	-1.852626801E-1	2.007267475E-1	2.238563124E0
3.459019398E0	2.274775505E0	-2.083940506E-1	2.449241281E-1	2.297394069E0
3.467045413E0	2.296238422E0	-1.288375854E-1	2.890622020E-1	2.317944558E0
3.475101945E0	2.266005754E0	-6.391429901E-2	3.071142435E-1	2.287615850E0
3.483158476E0	2.122028828E0	-1.835441589E-2	3.869668245E-1	2.157101424E0
3.491215007E0	2.119657516E0	5.101680756E-2	3.555887341E-1	2.149882334E0
3.499271538E0	2.117262125E0	6.251239777E-2	2.326534986E-1	2.130923358E0
3.507328070E0	2.068615913E0	7.421588898E-2	1.646364927E-1	2.076483800E0
3.515354085E0	1.991635323E0	1.411743164E-1	1.749028563E-1	2.004278537E0
3.523410616E0	1.914696455E0	1.963644028E-1	1.581260562E-1	1.931223794E0
3.531467147E0	1.831031322E0	2.515087128E-1	1.344481707E-1	1.853107835E0
3.539523679E0	1.696809053E0	3.233108521E-1	9.761393070E-2	1.730092295E0
3.547580211E0	1.642877936E0	3.663806915E-1	7.570743561E-2	1.684937489E0
3.555636742E0	1.653638601E0	3.257303238E-1	-1.527369022E-2	1.685483359E0
3.563662756E0	1.658471704E0	2.253246307E-1	-1.617549062E-1	1.681506536E0
3.571719288E0	1.619709015E0	2.806644440E-1	-1.440295577E-1	1.650143732E0
3.579775820E0	1.539950252E0	2.354764938E-1	-7.135426998E-2	1.559483052E0
3.587832351E0	1.498657584E0	1.997442245E-1	-4.765886068E-2	1.512661124E0
3.595888883E0	1.431697369E0	2.404422760E-1	1.366239786E-2	1.451811456E0
3.603945414E0	1.261133432E0	2.705650330E-1	-4.312443733E-2	1.290551312E0
3.611971429E0	1.097347856E0	3.363838196E-1	-1.858325005E-1	1.162695192E0
3.620027960E0	9.731230736E-1	3.926467896E-1	-2.300261259E-1	1.074268140E0
3.628084492E0	8.988438249E-1	3.366184235E-1	-1.890856624E-1	9.782563939E-1
3.636141023E0	8.153473735E-1	3.287429810E-1	-1.907716990E-1	8.995871987E-1
3.644197555E0	7.325566411E-1	3.138675690E-1	-1.530787945E-1	8.115326245E-1
3.652254087E0	7.073959112E-1	2.895927429E-1	-1.210600138E-1	7.739046833E-1
3.660280101E0	7.017824054E-1	1.935291290E-1	-1.053369045E-1	7.355596045E-1
3.668336632E0	6.633280516E-1	1.117544174E-1	-8.816814423E-2	6.784296393E-1
3.676393164E0	6.261144876E-1	3.466701508E-2	-9.615355730E-2	6.344026010E-1
3.684449696E0	4.524116516E-1	3.881359100E-2	-1.006782055E-2	4.541851587E-1
3.692506227E0	2.628144622E-1	7.623481750E-2	7.883220911E-2	2.847765899E-1
3.700562759E0	1.618408561E-1	1.230220795E-1	3.907638788E-2	2.070117360E-1
3.708588773E0	4.634207487E-2	1.911582947E-1	-3.601264954E-2	1.999649781E-1
3.716645304E0	-6.669247150E-2	2.112722397E-1	-8.537590504E-2	2.374297584E-1
3.724701836E0	-1.481393576E-1	2.025384903E-1	-1.170817018E-1	2.769029328E-1
3.732758368E0	-2.143715024E-1	1.936178207E-1	-6.391191483E-2	2.958508651E-1
3.740814898E0	-2.876160741E-1	1.582422256E-1	2.610558271E-2	3.293100507E-1
3.748871430E0	-4.145584106E-1	1.778612137E-1	1.489551663E-1	4.750588687E-1
3.756927962E0	-3.909222484E-1	1.615552902E-1	1.574223042E-1	4.513336880E-1
3.764953977E0	-3.935482502E-1	1.499643326E-1	1.119154692E-2	4.213012901E-1
3.773010507E0	-4.023871422E-1	1.669664383E-1	-1.871491075E-1	4.741497571E-1
3.781067039E0	-4.235485792E-1	1.766242981E-1	-2.567043304E-1	5.258199834E-1
3.789123571E0	-5.351587534E-1	2.076234818E-1	-1.957336068E-1	6.064767484E-1
3.797180102E0	-5.986328125E-1	2.193126678E-1	-1.050797701E-1	6.461432106E-1
3.805206116E0	-6.241819859E-1	2.308168411E-1	-8.412367105E-2	6.707878634E-1
3.813262648E0	-6.201454401E-1	2.087793350E-1	-3.282022476E-2	6.551689437E-1
3.821319179E0	-5.874675512E-1	1.581144333E-1	1.058669686E-1	6.175160830E-1
3.829375711E0	-5.761436224E-1	1.003198624E-1	1.814104319E-1	6.123032690E-1
3.837432243E0	-5.019813776E-1	1.023654938E-1	2.659577131E-1	5.772326246E-1
3.845458257E0	-5.107644796E-1	8.283519745E-2	3.761613369E-1	6.397181997E-1
3.853514788E0	-5.897469521E-1	1.063661575E-1	4.369140863E-1	7.416260148E-1
3.861571320E0	-6.695952415E-1	2.495460510E-1	3.625629544E-1	8.013007644E-1
3.869627852E0	-7.563631535E-1	4.095106125E-1	2.901285291E-1	9.077217222E-1
3.877684383E0	-7.982556820E-1	4.210586548E-1	2.038738728E-1	9.252389316E-1
3.885740915E0	-7.790211439E-1	3.703985214E-1	1.209680438E-1	8.710351744E-1
3.893766929E0	-6.296875477E-1	2.791404724E-1	5.193650723E-3	6.888053318E-1
3.901823461E0	-5.316419601E-1	1.209821701E-1	-1.527523994E-2	5.454476989E-1
3.909879992E0	-4.403010905E-1	-3.705978394E-2	7.821857929E-3	4.419272104E-1
3.917936524E0	-4.435380995E-1	1.291275024E-3	1.509070396E-1	4.685089623E-1
3.925993055E0	-4.835897684E-1	-2.257061005E-2	3.351570368E-1	5.888112905E-1
3.934049587E0	-5.507580042E-1	-1.056671143E-2	3.603990674E-1	6.582807322E-1
3.942075601E0	-6.311722398E-1	1.577949524E-2	4.687607884E-1	7.863612818E-1
3.950132133E0	-7.405480146E-1	3.474330902E-2	4.673403502E-1	8.763706193E-1
3.958188664E0	-8.266434073E-1	1.013746262E-1	4.143278003E-1	9.302062480E-1
3.966245196E0	-8.332088590E-1	1.222887039E-1	1.960929632E-1	8.646640851E-1
3.974301728E0	-7.443234324E-1	9.280014038E-2	-5.841910839E-2	7.523576479E-1
3.982358259E0	-7.646068931E-1	1.014957428E-1	-1.206512451E-1	7.806931597E-1
3.990384273E0	-8.267639279E-1	1.173658371E-1	-6.863296032E-2	8.378686147E-1
3.998440805E0	-8.687521219E-1	9.730625153E-2	9.331524372E-3	8.742344270E-1
4.006497337E0	-9.070792198E-1	5.320835114E-2	4.219806194E-2	9.096177857E-1
4.014553868E0	-8.771934509E-1	4.248523712E-2	-4.841053486E-2	8.795549588E-1
4.022610399E0	-8.343095183E-1	6.040191650E-2	-1.239936352E-1	8.456330087E-1
4.030636414E0	-8.737328649E-1	7.823276520E-2	-1.441745162E-1	8.889970618E-1
4.038692945E0	-1.023758173E0	9.604644775E-2	1.835227013E-4	1.028253738E0
4.046749477E0	-1.076913714E0	1.283884048E-1	1.882093549E-1	1.100749514E0
4.054806008E0	-1.038730621E0	7.712459564E-2	3.029285669E-1	1.084746617E0
4.062862539E0	-1.037635684E0	1.983642578E-3	3.116310239E-1	1.083423113E0
4.070919071E0	-1.079698920E0	5.715370178E-3	2.685837150E-1	1.112618369E0
4.078945086E0	-1.172113419E0	1.025714874E-1	1.607763171E-1	1.187526758E0
4.087001617E0	-1.341076493E0	1.584472656E-1	5.567407608E-2	1.351551442E0
4.095058148E0	-1.398994923E0	1.831684113E-1	-5.785387754E-2	1.412120580E0
4.103114680E0	-1.534914017E0	1.816120148E-1	-1.495646834E-1	1.552840480E0
4.111140695E0	-1.695975065E0	2.234191895E-1	-2.282834053E-2	1.710780141E0
4.119197226E0	-1.803552747E0	2.535514832E-1	1.906558871E-1	1.831240162E0
4.127253757E0	-1.827221751E0	1.546144485E-1	3.100952506E-1	1.859786015E0
4.135310289E0	-1.766212106E0	3.656959534E-2	2.244834304E-1	1.780796268E0
4.143366820E0	-1.729693413E0	5.964851379E-2	-1.656347513E-2	1.730800854E0
4.151392834E0	-1.744085312E0	7.067108154E-2	-1.547493935E-1	1.752362791E0
4.159449366E0	-1.777953625E0	7.686138153E-2	-2.286152840E-1	1.794238477E0
4.167505898E0	-1.865207911E0	1.167669296E-1	-1.468601227E-1	1.874620751E0
4.175562429E0	-2.009080648E0	1.976594925E-1	-6.815588474E-2	2.019930581E0
4.183588444E0	-2.000606060E0	2.453298569E-1	-9.304594994E-2	2.017738560E0
4.191644975E0	-1.983299851E0	2.190303802E-1	-1.326272488E-1	1.999760634E0
4.199701507E0	-1.933739424E0	2.456083298E-1	-1.985383630E-1	1.959359358E0
4.207758038E0	-1.875705957E0	2.387495041E-1	-3.519515991E-1	1.923315911E0
4.215784053E0	-1.883477449E0	2.917652130E-1	-4.630677700E-1	1.961388794E0
4.223840584E0	-1.818761468E0	2.873659134E-1	-5.300486088E-1	1.916096024E0
4.231897116E0	-1.808379173E0	2.830905914E-1	-5.562871099E-1	1.913068443E0
4.239953647E0	-1.713905811E0	2.933282852E-1	-4.753369987E-1	1.802625828E0
4.248010179E0	-1.637017131E0	2.577400208E-1	-3.461779356E-1	1.692954272E0
4.256036193E0	-1.434448719E0	1.766338348E-1	-2.123138309E-1	1.460794237E0
4.264092724E0	-1.297088385E0	9.543609619E-2	-1.782550812E-1	1.312753290E0
4.272149256E0	-1.134395123E0	-1.215362549E-2	-2.652443051E-1	1.165055598E0
4.280205788E0	-1.053163052E0	3.106307983E-2	-3.224451542E-1	1.101856708E0
4.288231802E0	-1.000575066E0	9.097766876E-2	-2.871298194E-1	1.044926280E0
4.296288333E0	-9.938368201E-1	1.388425827E-1	-2.095333338E-1	1.025130775E0
4.304344865E0	-9.739468098E-1	2.273778915E-1	-6.404995918E-2	1.002185358E0
4.312401397E0	-9.825778008E-1	3.422737122E-1	5.266988277E-2	1.041817904E0
4.320457928E0	-9.155970812E-1	3.686428070E-1	1.038702726E-1	9.924739633E-1
4.328514460E0	-7.642009258E-1	2.849502563E-1	1.153876185E-1	8.237196162E-1
4.336570992E0	-6.261276007E-1	2.181262970E-1	1.540196538E-1	6.806885540E-1
4.344597006E0	-5.290303826E-1	1.466178894E-1	1.842846274E-1	5.790775208E-1
4.352653537E0	-3.982087076E-1	1.374540329E-1	2.376292944E-1	4.836646230E-1
4.360710069E0	-3.259008527E-1	1.243190765E-1	2.626023293E-1	4.366080415E-1
4.368766600E0	-2.209426463E-1	7.518100739E-2	2.050806284E-1	3.106861776E-1
4.376823132E0	-1.717315614E-1	1.120758057E-1	1.927362084E-1	2.814248771E-1
4.384879664E0	-1.230048239E-1	1.391258240E-1	1.262133718E-1	2.245350681E-1
4.392905678E0	-1.226682663E-1	1.970586777E-1	4.351878166E-2	2.361641598E-1
4.400962209E0	-9.223806858E-2	2.357330322E-1	-4.269367456E-2	2.567112651E-1
4.409018741E0	-1.428177953E-1	2.887678146E-1	-5.996006727E-2	3.276873252E-1
4.417075273E0	-1.032581329E-1	3.489580154E-1	-6.648564339E-2	3.699382102E-1
4.425131804E0	-4.712164402E-3	3.682823181E-1	-7.054120302E-2	3.750068421E-1
4.433157818E0	6.259214878E-2	3.179702759E-1	-6.698966026E-3	3.241415579E-1
4.441214350E0	8.302819729E-2	2.388496399E-1	1.195434928E-1	2.797024825E-1
4.449270882E0	1.053853035E-1	2.148990631E-1	2.612666488E-1	3.543274351E-1
4.457327413E0	1.153482795E-1	2.270078659E-1	3.604844809E-1	4.413466412E-1
4.465383944E0	2.129597664E-1	2.391185760E-1	3.345987201E-1	4.631261804E-1
4.473409959E0	2.112573981E-1	2.750692368E-1	2.085879445E-1	4.047242319E-1
4.481466490E0	1.749929786E-1	3.109149933E-1	9.504473209E-2	3.692210404E-1
4.489523022E0	2.297977209E-1	3.921203613E-1	-4.503518343E-2	4.567204156E-1
4.497579554E0	3.866792619E-1	3.270959854E-1	-1.663587093E-1	5.330927269E-1
4.505636084E0	5.113039017E-1	1.996965408E-1	-6.398105621E-2	5.526336615E-1
4.513692616E0	6.065054536E-1	1.297264099E-1	6.505882740E-2	6.236268577E-1
4.521718631E0	6.934907436E-1	4.053020477E-2	2.305192947E-1	7.319229838E-1
4.529775163E0	7.798703909E-1	-3.681087494E-2	2.443032861E-1	8.180690452E-1
4.537831693E0	8.787382245E-1	-7.354450226E-2	2.387658358E-1	9.135637829E-1
4.545888225E0	9.116780758E-1	-5.047416687E-2	2.929897308E-1	9.589304134E-1
4.553944756E0	8.388772011E-1	-3.455734253E-2	3.731819987E-1	9.187894060E-1
4.562001288E0	7.827208042E-1	-6.580352783E-3	4.692538977E-1	9.126304722E-1
4.570027302E0	7.761261463E-1	4.542732239E-2	5.593138337E-1	9.577407798E-1
4.578083834E0	8.440366387E-1	1.830482483E-2	3.983429670E-1	9.334934566E-1
4.586140365E0	9.885612726E-1	2.694988251E-2	1.374496222E-1	9.984348174E-1
4.594196897E0	1.040105700E0	6.190299988E-2	1.506388187E-2	1.042055071E0
4.602253429E0	1.096724272E0	1.554012299E-2	1.472491026E-1	1.106674262E0
4.610309960E0	1.098366976E0	-1.861476898E-2	4.437961578E-1	1.184783336E0
4.618366492E0	1.053145885E0	-5.480575562E-2	6.766192913E-1	1.252969909E0
4.626392506E0	1.142091870E0	-7.636356354E-2	8.178322315E-1	1.406788823E0
4.634449038E0	1.240785241E0	-1.625156403E-1	6.764349341E-1	1.422506087E0
4.642505569E0	1.329534531E0	-1.935911179E-1	5.146807432E-1	1.438761918E0
4.650562101E0	1.318278193E0	-1.886672974E-1	5.044584274E-1	1.424054440E0
4.658618632E0	1.219859123E0	-9.022521973E-2	4.608874321E-1	1.307139662E0
4.666644647E0	1.231361866E0	-1.170158386E-3	4.979349375E-1	1.328229128E0
4.674701178E0	1.274428725E0	9.038925171E-3	4.383661151E-1	1.347744460E0
4.682757710E0	1.346679688E0	-1.413345337E-2	3.545160890E-1	1.392633330E0
4.690814241E0	1.445740104E0	1.543617249E-2	2.664392591E-1	1.470167542E0
4.698870773E0	1.519390225E0	6.689071655E-3	1.153242588E-1	1.523775274E0
4.706896787E0	1.494107127E0	6.262111664E-2	8.040785789E-2	1.497579025E0
4.714953319E0	1.487881780E0	6.129741669E-2	1.290032864E-1	1.494721182E0
4.723009850E0	1.446314096E0	1.440830231E-1	2.360895872E-1	1.472522555E0
4.731066382E0	1.434666038E0	2.295579910E-1	4.377303123E-1	1.517422597E0
4.739122914E0	1.471679330E0	2.219276428E-1	6.479214430E-1	1.623235696E0
4.747148928E0	1.483233333E0	2.239742279E-1	7.819786072E-1	1.691637111E0
4.755205459E0	1.514312863E0	2.571830750E-1	7.805545330E-1	1.722948624E0
4.763261991E0	1.597885489E0	3.597888947E-1	5.677714348E-1	1.733508145E0
4.771318522E0	1.723436117E0	3.833799362E-1	2.321389914E-1	1.780758472E0
4.779375053E0	1.894650698E0	3.520441055E-1	-1.123667955E-1	1.930352977E0
4.787431585E0	2.117519140E0	2.660942078E-1	-1.422828436E-1	2.138910434E0
4.795457600E0	2.218991995E0	1.338129044E-1	1.511474848E-1	2.228155499E0
4.803514131E0	2.222361088E0	1.071672440E-1	4.735317230E-1	2.274776014E0
4.811570663E0	2.202729464E0	1.043748856E-1	5.812155008E-1	2.280509299E0
4.819627194E0	2.257501602E0	1.061782837E-1	5.447182655E-1	2.324716176E0
4.827683725E0	2.408276796E0	3.820228577E-2	3.580585718E-1	2.435048764E0
4.835709740E0	2.600225449E0	-1.042642593E-1	1.665222645E-1	2.607637453E0
4.843766272E0	2.651073933E0	-1.057500839E-1	8.423769474E-2	2.654519178E0
4.851822803E0	2.564593315E0	-4.053688049E-2	1.685475111E-1	2.570445559E0
4.859879334E0	2.345243454E0	7.233333588E-2	3.529808521E-1	2.372760934E0
4.867935866E0	2.227389812E0	1.250886917E-1	3.410028219E-1	2.256810910E0
4.875992397E0	2.123979807E0	2.016019821E-1	1.919205189E-1	2.142140767E0
4.884018411E0	2.013526917E0	2.637281418E-1	1.411346197E-1	2.035623285E0
