"Time (s)"	"Linear Acceleration x (m/s^2)"	"Linear Acceleration y (m/s^2)"	"Linear Acceleration z (m/s^2)"	"Absolute acceleration (m/s^2)"
4.892074943E0	1.966228247E0	3.042078018E-1	1.055678129E-1	1.992420756E0
4.900131475E0	1.961424708E0	2.848787308E-1	-2.821588516E-2	1.982205568E0
4.908188006E0	1.991881967E0	2.295885086E-1	-2.019554377E-1	2.015214790E0
4.916244538E0	1.982065797E0	1.861610413E-1	-2.337302566E-1	2.004462668E0
4.924301070E0	1.894967556E0	1.759920120E-1	-2.618574500E-1	1.921052980E0
4.932327084E0	1.740592003E0	2.421283722E-1	-2.669871449E-1	1.777517596E0
4.940383615E0	1.494687796E0	3.726253510E-1	-2.227888703E-1	1.556462701E0
4.948440147E0	1.342296124E0	5.364465714E-1	-2.128611207E-1	1.461110421E0
4.956496679E0	1.177059531E0	5.996227264E-1	-3.189027905E-1	1.358939124E0
4.964522693E0	1.085786343E0	5.829210281E-1	-3.514860272E-1	1.281511348E0
4.972579224E0	1.010530591E0	5.738477707E-1	-3.269857764E-1	1.207225347E0
4.980635756E0	9.342230558E-1	5.700798035E-1	-2.794093490E-1	1.129527903E0
4.988692287E0	9.737525582E-1	4.494342804E-1	-2.173290253E-1	1.094265563E0
4.996748819E0	9.897183180E-1	3.459024429E-1	-1.060280800E-1	1.053770754E0
5.004805351E0	1.044441581E0	2.724943161E-1	-1.072045565E-1	1.084713872E0
5.012831365E0	1.070490479E0	2.515993118E-1	-1.786674857E-1	1.114079957E0
5.020887896E0	1.075613499E0	2.184638977E-1	-2.073247433E-1	1.116984522E0
5.028944428E0	1.026417732E0	2.090578079E-1	-2.177278996E-1	1.069880351E0
5.037000960E0	9.901623130E-1	1.707620621E-1	-1.434572339E-1	1.014968505E0
5.045057491E0	9.262799621E-1	1.602277756E-1	-4.951798916E-2	9.413392265E-1
5.053114023E0	8.963938355E-1	1.258916855E-1	3.650879860E-2	9.059268830E-1
5.061170554E0	8.448978662E-1	4.864406586E-2	5.240631104E-2	8.479180803E-1
5.069227085E0	7.318000197E-1	5.050754547E-2	1.982367039E-2	7.338087346E-1
5.077253100E0	6.125664115E-1	1.122903824E-1	9.272098541E-4	6.227741149E-1
5.085309632E0	5.248302221E-1	1.215133667E-1	3.411149979E-2	5.397924182E-1
5.093366162E0	5.140336752E-1	6.134223938E-2	-6.777167320E-3	5.177252356E-1
5.101422694E0	4.873899221E-1	3.715038300E-2	2.338778973E-2	4.893629286E-1
5.109479226E0	3.717921972E-1	4.646587372E-2	1.480540037E-1	4.028752950E-1
5.117535757E0	2.845352888E-1	7.726860046E-2	1.951743960E-1	3.535870643E-1
5.125592289E0	2.830545902E-1	1.102399826E-1	1.135351062E-1	3.242884135E-1
5.133618303E0	2.667547464E-1	9.981536865E-2	4.269826412E-2	2.880005978E-1
5.141674835E0	1.881833076E-1	1.129274368E-1	-1.694208384E-2	2.201195072E-1
5.149731366E0	9.099519253E-2	1.710586548E-1	-8.216679096E-2	2.104580005E-1
5.157787898E0	-5.451500416E-2	3.003168106E-1	-7.351857424E-2	3.139539029E-1
5.165844429E0	-2.682064176E-1	3.930454254E-1	-1.418253183E-1	4.965217113E-1
5.173900961E0	-3.352249861E-1	4.809885025E-1	-2.107375860E-1	6.230056669E-1
5.181957493E0	-3.606812358E-1	5.190401077E-1	-2.695837617E-1	6.871455391E-1
5.189983507E0	-3.885421157E-1	4.236106873E-1	-2.476796508E-1	6.259043053E-1
5.198040038E0	-4.270845652E-1	3.597383499E-1	-8.272296190E-2	5.644962308E-1
5.206096570E0	-4.135567546E-1	3.536643982E-1	8.196353912E-2	5.502960272E-1
5.214153102E0	-3.954855800E-1	2.399835587E-1	2.026002407E-1	5.050225836E-1
5.222209633E0	-3.840620518E-1	2.196044922E-1	2.970586419E-1	5.328917614E-1
5.230266165E0	-4.215703607E-1	2.157115936E-1	2.897918224E-1	5.551867802E-1
5.238292179E0	-4.734280109E-1	2.449541092E-1	2.714335918E-1	5.981745497E-1
5.246348711E0	-5.738453269E-1	3.146686554E-1	2.652185559E-1	7.061555808E-1
5.254405242E0	-6.755891442E-1	3.771247864E-1	2.870995402E-1	8.252696179E-1
5.262461774E0	-6.886872649E-1	3.821496964E-1	1.936747432E-1	8.110724046E-1
5.270518305E0	-6.809945703E-1	3.107366562E-1	1.185570955E-1	7.578698167E-1
5.278574836E0	-6.164213419E-1	1.701622009E-1	1.539067030E-1	6.577368156E-1
5.286600851E0	-5.592176318E-1	6.098937988E-2	2.056819797E-1	5.989567104E-1
5.294657383E0	-5.679922700E-1	2.373504639E-2	3.148882389E-1	6.498716598E-1
5.302713914E0	-5.921192765E-1	-1.120662689E-2	4.206409454E-1	7.264087218E-1
5.310770445E0	-5.976137519E-1	-7.993888855E-2	4.261991978E-1	7.383618209E-1
5.318826977E0	-6.390753984E-1	-1.537818909E-1	4.151815772E-1	7.774586657E-1
5.326852992E0	-6.699467897E-1	-1.490774155E-1	3.804345131E-1	7.847185455E-1
5.334909523E0	-7.290536761E-1	-1.950359344E-1	3.530329466E-1	8.331809766E-1
5.342966054E0	-8.263368011E-1	-2.077922821E-1	3.184694648E-1	9.096334104E-1
5.351022586E0	-8.876230717E-1	-2.016735077E-1	2.932668924E-1	9.563223260E-1
5.359079117E0	-1.026906013E0	-1.074934006E-1	1.878105998E-1	1.049458724E0
5.367135649E0	-1.037183642E0	-4.481792450E-2	1.006601453E-1	1.043020143E0
5.375192180E0	-1.138615131E0	7.865905762E-3	5.124169588E-2	1.139794719E0
5.383218194E0	-1.300016403E0	7.595062256E-3	6.943219900E-2	1.301891379E0
5.391274726E0	-1.428045988E0	5.751514435E-2	9.838956594E-2	1.432586417E0
5.399331258E0	-1.485060334E0	-5.093574524E-3	3.283339739E-2	1.485431982E0
5.407387789E0	-1.488545179E0	1.138401031E-2	-2.171188593E-2	1.488747041E0
5.415444321E0	-1.479227304E0	-3.909111023E-2	-9.395313263E-2	1.482723415E0
5.423470335E0	-1.444817543E0	-8.473491669E-2	-7.837480307E-2	1.449420694E0
5.431526867E0	-1.484462619E0	-8.745384216E-2	2.585548162E-2	1.487261224E0
5.439583398E0	-1.575462461E0	-9.293079376E-2	8.807897568E-2	1.580656826E0
5.447639930E0	-1.781082034E0	5.196285248E-2	1.180039048E-1	1.785743059E0
5.455696462E0	-1.862672567E0	7.198810577E-2	2.738213539E-2	1.864264241E0
5.463691959E0	-1.947855473E0	1.301040649E-1	-2.056270242E-1	1.962995283E0
5.471687455E0	-2.016891956E0	2.073059082E-1	-3.142495155E-1	2.051726507E0
5.479713470E0	-2.200773954E0	2.342700958E-1	-2.299348116E-1	2.225119883E0
5.487770002E0	-2.342885971E0	3.694391251E-1	-2.297258377E-2	2.371945969E0
5.495765499E0	-2.373601198E0	4.549741745E-1	-1.059889793E-3	2.416813040E0
5.503791514E0	-2.256842136E0	4.236068726E-1	-1.745829582E-1	2.302880462E0
5.511848044E0	-2.118575096E0	3.087158203E-1	-2.726675272E-1	2.158243146E0
5.519904576E0	-1.941544056E0	1.389598846E-1	-3.345285058E-1	1.975047466E0
5.527961108E0	-1.867711306E0	6.035232544E-2	-2.981779575E-1	1.892326087E0
5.535987123E0	-1.910357952E0	7.530593872E-2	-1.111404300E-1	1.915069368E0
5.544013137E0	-1.888615966E0	1.406478882E-1	6.295359135E-2	1.894891883E0
5.552039151E0	-1.969745636E0	1.880702972E-1	1.084823608E-1	1.981675233E0
5.560065166E0	-2.103676081E0	2.638092041E-1	1.098476648E-1	2.122996669E0
5.568091180E0	-2.203379631E0	3.442249298E-1	1.316996813E-1	2.233991362E0
5.576117194E0	-2.236422777E0	3.719882965E-1	2.456474304E-2	2.267281535E0
5.584143208E0	-2.253351688E0	4.286584854E-1	-1.029278636E-1	2.296069701E0
5.592169223E0	-2.259721279E0	4.663867950E-1	-1.672398448E-1	2.313401407E0
5.600195237E0	-2.209900141E0	4.539508820E-1	-2.225940228E-1	2.266997604E0
5.608221251E0	-2.082497835E0	4.056949615E-1	-3.502417207E-1	2.150361574E0
5.616216748E0	-1.995903134E0	3.239870071E-1	-4.639364481E-1	2.074568372E0
5.624212246E0	-1.993228912E0	3.956031799E-1	-4.753943086E-1	2.086974634E0
5.632268778E0	-1.993163347E0	4.283161163E-1	-3.512827754E-1	2.068708392E0
5.640325309E0	-1.813463569E0	3.917503357E-1	-3.651752472E-1	1.890891695E0
5.648351323E0	-1.583312988E0	3.245639801E-1	-4.378762245E-1	1.674502130E0
5.656346821E0	-1.348944426E0	2.238302231E-1	-4.455237985E-1	1.438138549E0
5.664403352E0	-1.262308121E0	2.045068741E-1	-3.596978784E-1	1.328392795E0
5.672429366E0	-1.217835069E0	2.114953995E-1	-2.758168578E-1	1.266462592E0
5.680485898E0	-1.223126173E0	2.687616348E-1	-1.294413209E-1	1.258977961E0
5.688511912E0	-1.218968987E0	3.427648544E-1	-8.082562685E-2	1.268820681E0
5.696537926E0	-1.143851876E0	3.401670456E-1	-1.686964035E-1	1.205225792E0
5.704563941E0	-1.150888085E0	3.879137039E-1	-2.092294097E-1	1.232394974E0
5.712620473E0	-1.065931678E0	3.974466324E-1	-2.124181986E-1	1.157279421E0
5.720615969E0	-8.464121222E-1	3.448343277E-1	-2.119666338E-1	9.382185503E-1
5.728672501E0	-6.542498469E-1	2.300415039E-1	-1.955194473E-1	7.205482704E-1
5.736729032E0	-4.957972169E-1	1.297111511E-1	-1.723361015E-2	5.127736931E-1
5.744755048E0	-3.454414606E-1	5.805301666E-2	9.595328569E-2	3.631900171E-1
5.752811578E0	-2.294273376E-1	-3.955841064E-3	1.852829456E-1	2.949276553E-1
5.760837593E0	-1.478836685E-1	4.885292053E-2	2.069689035E-1	2.590218414E-1
5.768894125E0	-1.721237898E-1	7.754325867E-2	1.690081358E-1	2.533837129E-1
5.776950656E0	-1.690081656E-1	1.372909546E-1	1.490294933E-1	2.638604861E-1
5.785007187E0	-1.840921044E-1	1.228876114E-1	1.526598930E-1	2.688797331E-1
5.793063719E0	-2.417143285E-1	1.446113586E-1	2.882288098E-1	4.030063380E-1
5.801089734E0	-1.839798987E-1	1.593341827E-1	2.972671986E-1	3.841923636E-1
5.809146265E0	-9.283572435E-2	1.549119949E-1	1.812459826E-1	2.558638390E-1
5.817202796E0	4.867145419E-2	1.622676849E-1	3.221338987E-2	1.724453957E-1
5.825259328E0	1.507945955E-1	1.909980774E-1	-1.401842833E-1	2.808396497E-1
5.833315859E0	1.645492017E-1	2.173061371E-1	-2.053308487E-1	3.412611235E-1
5.841372391E0	1.556921005E-1	2.795772552E-1	-1.732474566E-1	3.638930516E-1
5.849398405E0	1.504747868E-1	3.203859329E-1	4.419344664E-2	3.567111832E-1
5.857454937E0	9.601977468E-2	3.324117661E-1	3.023234010E-1	4.594745021E-1
5.865511468E0	1.714452505E-1	2.676820755E-1	4.342704415E-1	5.381802522E-1
5.873568000E0	2.902196050E-1	1.669454575E-1	5.422987938E-1	6.373273779E-1
5.881624531E0	3.734224737E-1	4.466438293E-2	6.062114239E-1	7.133943800E-1
5.889681063E0	4.739370942E-1	3.012180328E-2	5.184049010E-1	7.030414879E-1
5.897737595E0	5.224400759E-1	-1.078987122E-2	3.511264324E-1	6.295632023E-1
5.905763609E0	5.438429713E-1	-4.696083069E-2	2.774077654E-1	6.123116571E-1
5.913820140E0	4.955812097E-1	7.011890411E-2	2.512692213E-1	5.600478709E-1
5.921876672E0	4.303397834E-1	1.607608795E-1	1.136437654E-1	4.732349258E-1
5.929933204E0	5.257940888E-1	2.176074982E-1	-1.271935701E-1	5.830871731E-1
5.937989735E0	5.613425374E-1	2.790899277E-1	-2.308687568E-1	6.680546496E-1
5.946046267E0	5.746936202E-1	2.232465744E-1	-1.727975011E-1	6.402895958E-1
5.954072281E0	6.278043985E-1	1.507635117E-1	-1.029042006E-1	6.538021671E-1
5.962128812E0	7.727228999E-1	6.895637512E-2	2.071409822E-1	8.029713869E-1
5.970185344E0	8.444550037E-1	-3.878688812E-2	5.023025274E-1	9.833191268E-1
5.978241876E0	9.484450817E-1	-1.030731201E-1	7.140608430E-1	1.191660618E0
5.986298407E0	1.167477608E0	-1.742868423E-1	7.336754799E-1	1.389841566E0
5.994354938E0	1.284868360E0	-2.382326126E-1	5.566467643E-1	1.420386250E0
6.002411470E0	1.341245413E0	-2.615327835E-1	3.337590098E-1	1.406674707E0
6.010468001E0	1.477983356E0	-2.489986420E-1	2.280488014E-1	1.516061140E0
6.018494016E0	1.594697356E0	-2.915229797E-1	2.148204446E-1	1.635296037E0
6.026550548E0	1.627072811E0	-2.621183395E-1	2.261196971E-1	1.663490930E0
6.034607079E0	1.758720040E0	-2.636823654E-1	2.997883558E-1	1.803468222E0
6.042663610E0	1.891095161E0	-2.914352417E-1	1.535436511E-1	1.919570541E0
6.050720142E0	1.950371981E0	-3.214292526E-1	1.131149530E-1	1.979914801E0
6.058776673E0	1.962980628E0	-3.152103424E-1	1.724501848E-1	1.995592537E0
6.066833205E0	1.802935719E0	-2.727355957E-1	2.833067179E-1	1.845325069E0
6.074859219E0	1.722631216E0	-1.697607040E-1	4.982622862E-1	1.801261311E0
6.082915751E0	1.820553303E0	-2.001628876E-1	5.997906923E-1	1.927233350E0
6.090972282E0	1.898874044E0	-3.041334152E-1	5.816152096E-1	2.009103288E0
6.099028814E0	2.047446251E0	-4.074945450E-1	5.304063559E-1	2.153931024E0
6.107085346E0	2.154871941E0	-4.217853546E-1	5.046488047E-1	2.253008296E0
6.115141877E0	2.235357285E0	-4.584169388E-1	3.807224035E-1	2.313421239E0
6.123198409E0	2.176498413E0	-3.568096161E-1	2.247393131E-1	2.216972305E0
6.131224423E0	2.034740448E0	-1.504354477E-1	1.514837742E-1	2.045909785E0
6.139280955E0	1.752397537E0	9.127902985E-2	1.418083906E-1	1.760493854E0
6.147337486E0	1.531956673E0	3.109989166E-1	1.136336327E-1	1.567330270E0
6.155394018E0	1.315202236E0	4.543962479E-1	7.799136639E-2	1.393669805E0
6.163450549E0	1.180904865E0	4.375238419E-1	1.106426716E-1	1.264201413E0
6.171507081E0	1.207951784E0	3.899936676E-1	1.138942242E-1	1.274446730E0
6.179563612E0	1.301848173E0	2.926158905E-1	-1.677834988E-2	1.334434052E0
6.187589627E0	1.433996916E0	2.505636215E-1	-1.626285315E-1	1.464778933E0
6.195646158E0	1.518558025E0	2.135715485E-1	-2.347525358E-1	1.551367151E0
6.203702690E0	1.529231548E0	2.313070297E-1	-2.252137661E-1	1.562937398E0
6.211759221E0	1.542875528E0	2.510347366E-1	-1.767141819E-1	1.573121495E0
6.219785236E0	1.554864049E0	2.896804810E-1	-1.601846218E-1	1.589709440E0
6.227841767E0	1.526655197E0	3.402595520E-1	-1.531680822E-1	1.571595723E0
6.235898299E0	1.517843127E0	3.597965240E-1	-1.302032471E-1	1.565328778E0
6.243954829E0	1.472706199E0	3.747110367E-1	-2.214407921E-2	1.519790206E0
6.252011361E0	1.366883755E0	3.434896469E-1	1.131653786E-1	1.413917515E0
6.260037376E0	1.315134525E0	3.721818924E-1	2.073035240E-1	1.382415615E0
6.268093908E0	1.277788639E0	3.649921417E-1	1.486986876E-1	1.337188980E0
6.276150438E0	1.328361273E0	3.027276993E-1	-5.467772484E-2	1.363516551E0
6.284206970E0	1.366018295E0	1.974277496E-1	-1.781083345E-1	1.391655948E0
6.292263502E0	1.379104614E0	1.138219833E-1	-1.721590757E-1	1.394461806E0
6.300289517E0	1.391760111E0	-1.271820068E-2	-1.064630747E-1	1.395884073E0
6.308346047E0	1.268990993E0	-6.741237640E-2	1.187825203E-2	1.270835813E0
6.316402579E0	1.098214030E0	2.235412598E-3	2.191548347E-1	1.119869588E0
6.324459111E0	8.899762630E-1	8.343887329E-2	3.728746176E-1	9.685325368E-1
6.332515642E0	7.485619783E-1	1.283197403E-1	3.108738661E-1	8.206421582E-1
6.340572174E0	6.308037043E-1	2.232036591E-1	1.708382368E-1	6.905931435E-1
6.348598188E0	5.118323565E-1	2.271013260E-1	-8.360147476E-4	5.599536341E-1
6.356654719E0	4.513342381E-1	2.216272354E-1	-5.261766911E-2	5.055589432E-1
6.364711251E0	4.115941525E-1	1.875352859E-1	5.637979507E-2	4.558046853E-1
6.372767783E0	2.497935295E-1	1.245880127E-1	2.099288702E-1	3.492693958E-1
6.380824314E0	9.584057331E-2	1.355094910E-1	2.488418818E-1	2.991162312E-1
6.388850328E0	2.533197403E-3	1.578722000E-1	2.030998468E-1	2.572539532E-1
6.396906860E0	-7.845675945E-2	1.628856659E-1	-7.856249809E-3	1.809666376E-1
6.404963392E0	-2.340954542E-1	2.294492722E-1	-3.991377354E-2	3.302132031E-1
6.413019923E0	-3.538964987E-1	2.833423615E-1	-8.493161201E-2	4.612363866E-1
6.421076455E0	-4.615594149E-1	2.865457535E-1	-2.222453952E-1	5.869740863E-1
6.429102469E0	-5.855000019E-1	3.352460861E-1	-2.402853370E-1	7.161963653E-1
6.437159001E0	-6.670185924E-1	3.627033234E-1	-2.075377107E-1	7.871082547E-1
6.445215532E0	-6.766418219E-1	3.304405212E-1	-1.687908173E-1	7.717029436E-1
6.453272064E0	-6.572576165E-1	3.149595261E-1	-9.455001354E-2	7.349331824E-1
6.461328595E0	-6.098231077E-1	2.297973633E-1	-6.522679329E-2	6.549393754E-1
6.469354610E0	-5.744634867E-1	1.251649857E-1	-6.159746647E-2	5.911588780E-1
6.477411141E0	-6.212032437E-1	1.062335968E-1	-6.704831123E-2	6.337779762E-1
6.485467673E0	-7.452310324E-1	1.466770172E-1	-9.586203098E-2	7.655540268E-1
6.493524204E0	-8.373299241E-1	2.417802811E-1	-2.050898075E-1	8.953440318E-1
6.501580736E0	-9.556177258E-1	3.365869522E-1	-2.201733589E-1	1.036808720E0
6.509637268E0	-1.079481125E0	4.120750427E-1	-1.867207289E-1	1.170448619E0
6.517663282E0	-1.102737665E0	4.516525269E-1	-1.694436073E-1	1.203632626E0
6.525719813E0	-1.036005974E0	3.668308258E-1	-2.425057292E-1	1.125469796E0
6.533776345E0	-9.177408814E-1	2.822456360E-1	-2.658663988E-1	9.962910551E-1
6.541832877E0	-9.286850095E-1	2.529554367E-1	-2.333819270E-1	9.904087155E-1
6.549889408E0	-8.370243907E-1	2.334442139E-1	-2.450852990E-1	9.028692239E-1
6.557915422E0	-7.297372818E-1	2.309722900E-1	-2.388275266E-1	8.018125009E-1
6.565971954E0	-6.921304464E-1	2.286434174E-1	-1.327196360E-1	7.409027392E-1
6.574028485E0	-6.646320820E-1	2.408113480E-1	6.532371044E-3	7.069431247E-1
6.582085017E0	-5.850146413E-1	2.122573853E-1	-2.075535059E-2	6.226765715E-1
6.590141548E0	-4.960502982E-1	1.524896622E-1	-2.141166925E-1	5.613955410E-1
6.598198079E0	-3.905436099E-1	1.333665848E-1	-3.440628052E-1	5.372989587E-1
6.606254611E0	-3.730532825E-1	7.835006714E-2	-2.897988558E-1	4.788432535E-1
6.614280626E0	-3.407326043E-1	-6.446838379E-4	-3.187996745E-1	4.666179976E-1
6.622337157E0	-2.984842062E-1	2.328586578E-2	-3.376756907E-1	4.512869652E-1
6.630393688E0	-3.230390847E-1	9.032154083E-2	-2.580689192E-1	4.232160181E-1
6.638450220E0	-3.242356181E-1	1.237907410E-1	-3.086597919E-1	4.644607096E-1
6.646506752E0	-3.166076243E-1	1.667261124E-1	-4.335957170E-1	5.621772230E-1
6.654532767E0	-2.454744875E-1	1.929168701E-1	-6.147379875E-1	6.894762042E-1
6.662589297E0	-2.063096166E-1	2.215719223E-1	-7.427882552E-1	8.021173023E-1
6.670645829E0	-1.270499229E-1	2.239713669E-1	-7.845188379E-1	8.256964716E-1
6.678702360E0	-1.417132318E-1	2.885770798E-1	-7.553443909E-1	8.209168776E-1
6.686758892E0	-7.800853252E-2	2.980108261E-1	-7.525874376E-1	8.131934794E-1
6.694784906E0	5.350053310E-2	3.599939346E-1	-8.638191223E-1	9.373587446E-1
6.702841438E0	-1.150017977E-2	3.787126541E-1	-9.527564049E-1	1.025329360E0
6.710897969E0	6.478995085E-3	4.117727280E-1	-9.846367836E-1	1.067290191E0
6.718923984E0	-4.807865620E-2	4.736852646E-1	-1.138477325E0	1.234025894E0
6.726980515E0	-1.128336191E-1	5.693187714E-1	-1.257443070E0	1.384925400E0
6.735037047E0	-1.006213725E-1	6.197919846E-1	-1.376190901E0	1.512669217E0
6.743093578E0	-4.307708144E-2	5.723981857E-1	-1.453414798E0	1.562661157E0
6.751119593E0	4.531332850E-2	4.893360138E-1	-1.368867636E0	1.454407658E0
6.759176124E0	1.632970273E-1	3.345575333E-1	-1.212317705E0	1.268191184E0
6.767232656E0	2.637710571E-1	1.654472351E-1	-1.002211332E0	1.049464393E0
6.775289187E0	3.529187143E-1	6.808376312E-2	-8.381031752E-1	9.119232149E-1
6.783315202E0	2.720567882E-1	1.046438217E-1	-7.341263294E-1	7.898776443E-1
6.791371733E0	2.319042683E-1	1.123209000E-1	-7.328897119E-1	7.768673657E-1
6.799428265E0	5.824482441E-2	1.988677979E-1	-8.848706484E-1	9.088107201E-1
6.807484796E0	-8.846357465E-2	2.590036392E-1	-9.537997246E-1	9.922915921E-1
6.815541328E0	-3.237114549E-1	3.120269775E-1	-8.964605331E-1	1.002891534E0
6.823567342E0	-4.088476598E-1	2.717924118E-1	-8.615797758E-1	9.916386611E-1
6.831623873E0	-5.143525600E-1	2.460289001E-1	-7.957713604E-1	9.789488412E-1
6.839680405E0	-5.994914770E-1	2.874050140E-1	-7.154662609E-1	9.766696696E-1
6.847736937E0	-6.426820755E-1	3.312997818E-1	-7.074971199E-1	1.011608605E0
6.855762951E0	-6.118874550E-1	4.065361023E-1	-7.473490238E-1	1.047954400E0
6.863819482E0	-6.176065803E-1	4.412794113E-1	-7.996841669E-1	1.102569804E0
6.871876014E0	-7.511297464E-1	4.810314178E-1	-5.496092439E-1	1.047691482E0
6.879932546E0	-8.099955320E-1	4.180154800E-1	-3.958278298E-1	9.937350625E-1
6.887989077E0	-8.746103048E-1	3.311853409E-1	-2.419369072E-1	9.660022683E-1
6.896015091E0	-8.279953003E-1	9.841156006E-2	-9.201557934E-2	8.388849261E-1
6.904071623E0	-8.439173698E-1	1.506242752E-1	-6.572422385E-2	8.597696628E-1
6.912128155E0	-8.220340610E-1	2.124977112E-1	2.954249829E-2	8.495693226E-1
6.920184686E0	-8.714525700E-1	2.122411728E-1	1.386026740E-1	9.075718144E-1
6.928210700E0	-9.299259782E-1	2.219209671E-1	2.628555000E-1	9.915161393E-1
6.936267232E0	-8.450454473E-1	1.431703568E-1	3.786818087E-1	9.370162599E-1
6.944323763E0	-8.583124876E-1	1.668167114E-2	3.952925801E-1	9.451110138E-1
6.952380295E0	-6.009222865E-1	-1.599521637E-1	2.079451382E-1	6.556931215E-1
6.960406309E0	-3.816497028E-1	-2.551164627E-1	3.434497118E-2	4.603482184E-1
6.968462841E0	-8.090631664E-2	-3.550195694E-1	-1.396270096E-2	3.643894671E-1
6.976519372E0	3.192029893E-2	-3.998146057E-1	9.962266684E-2	4.132738803E-1
6.984575904E0	8.546718955E-2	-4.373931885E-1	2.726414800E-1	5.224469527E-1
6.992632436E0	1.868973672E-1	-4.796886444E-1	6.071717143E-1	7.960460490E-1
7.000658450E0	2.504718900E-1	-6.991062164E-1	9.508138895E-1	1.206454608E0
7.008714981E0	3.610475063E-1	-8.371534348E-1	1.061481953E0	1.399258772E0
7.016771513E0	4.634188712E-1	-6.760902405E-1	1.159220576E0	1.419734978E0
7.024828045E0	3.709389269E-1	-6.182355881E-1	1.363798141E0	1.542645877E0
7.032884576E0	1.390795112E-1	-6.013574600E-1	1.488330483E0	1.611242233E0
7.040910590E0	-2.325229347E-2	-4.361677170E-1	1.649888039E0	1.706725955E0
7.048967122E0	-4.385288060E-2	-1.536397934E-1	1.831748843E0	1.838703915E0
7.057023653E0	-1.304171979E-1	-6.249809265E-2	2.051464081E0	2.056555259E0
7.065080185E0	-9.480229020E-2	-6.214809418E-2	2.306554317E0	2.309338147E0
7.073136717E0	-7.561171055E-2	-5.203056335E-2	2.599827766E0	2.601447429E0
7.081193248E0	-2.486380935E-2	-4.655742645E-2	2.827310562E0	2.827803179E0
7.089249780E0	3.195303679E-2	4.762458801E-2	2.984730959E0	2.985281895E0
7.097275794E0	2.090469748E-2	1.944932938E-1	3.000242472E0	3.006612635E0
7.105332326E0	-4.596957564E-2	3.584852219E-1	2.981672287E0	3.003497042E0
7.113388857E0	-2.121389359E-1	5.152406693E-1	3.123731136E0	3.173038305E0
7.121445389E0	-3.061962426E-1	5.448884964E-1	3.210856915E0	3.271125454E0
7.129501921E0	-4.512671232E-1	6.962451935E-1	3.264943123E0	3.368716815E0
7.137527935E0	-5.737711191E-1	9.498701096E-1	3.287957668E0	3.470177539E0
7.145584466E0	-6.049093008E-1	1.046994209E0	3.115544319E0	3.341964773E0
7.153640998E0	-6.180039048E-1	1.064175606E0	3.000867605E0	3.243394045E0
7.161697529E0	-6.540050507E-1	9.273929596E-1	3.029381752E0	3.234955039E0
7.169754060E0	-6.023154855E-1	8.599567413E-1	3.123243570E0	3.294990128E0
7.177780075E0	-5.146883130E-1	7.613439560E-1	3.116862535E0	3.249520079E0
7.185836607E0	-4.536544383E-1	6.053247452E-1	2.989740610E0	3.083953520E0
7.193893138E0	-2.584918141E-1	4.805183411E-1	2.609873533E0	2.666300012E0
7.201949670E0	-3.326645494E-2	2.672109604E-1	2.128481388E0	2.145446661E0
7.210006201E0	7.278992981E-2	8.275794983E-2	1.904386520E0	1.907573137E0
7.218032216E0	1.521893442E-1	-1.661605835E-1	1.968066931E0	1.980923618E0
7.226088747E0	1.172163710E-1	-3.503160477E-1	2.420910597E0	2.448932243E0
7.234145279E0	2.040029615E-1	-5.343608856E-1	2.412881136E0	2.479748806E0
7.242201810E0	2.151484787E-1	-5.747423172E-1	2.067246199E0	2.156414720E0
7.250258341E0	2.503061295E-1	-4.826326370E-1	1.644762516E0	1.732290725E0
7.258284356E0	4.567822516E-1	-5.075588226E-1	9.387990832E-1	1.160865928E0
7.266340888E0	5.188007355E-1	-4.078550339E-1	3.868450522E-1	7.649503423E-1
7.274397418E0	3.299096823E-1	-1.812648773E-1	2.821924090E-1	4.704571287E-1
7.282453950E0	7.605754584E-2	-1.206493378E-2	5.544156432E-1	5.597383481E-1
7.290510482E0	-4.203209281E-2	1.127433777E-1	9.126860499E-1	9.205832889E-1
7.298567013E0	-2.816938162E-1	1.515493393E-1	1.204561234E0	1.246309100E0
7.306593027E0	-2.725158036E-1	1.234931946E-1	1.461416483E0	1.491728383E0
7.314649559E0	-1.947603524E-1	7.414054871E-2	1.368943930E0	1.384715096E0
7.322706091E0	-2.038183808E-2	-5.936622620E-3	1.165110350E0	1.165303733E0
7.330762622E0	1.033581793E-3	-2.809333801E-2	1.150947452E0	1.151290728E0
7.338788636E0	2.103373408E-2	-6.437110901E-2	1.199342012E0	1.201252397E0
7.346845168E0	8.518233895E-3	-1.054906845E-1	1.203008056E0	1.207654432E0
7.354901700E0	-1.430753171E-1	-3.683090210E-2	1.224337220E0	1.233218833E0
7.362958231E0	-3.803732246E-2	6.974506378E-2	9.668470621E-1	9.701053826E-1
7.371014763E0	-2.873145044E-2	2.287902832E-1	5.748230219E-1	6.193480414E-1
7.379040777E0	-1.096724719E-2	2.875814438E-1	4.317115545E-1	5.188431686E-1
7.387097308E0	-7.602670789E-2	3.157949448E-1	7.629626989E-1	8.292277054E-1
7.395153840E0	-1.337386221E-1	2.541303635E-1	1.280161619E0	1.311976384E0
7.403210372E0	3.560775518E-2	1.598567963E-1	1.468910336E0	1.478012072E0
7.411266903E0	2.810264230E-1	4.008960724E-2	1.428587794E0	1.456518490E0
