"Time (s)"	"Linear Acceleration x (m/s^2)"	"Linear Acceleration y (m/s^2)"	"Linear Acceleration z (m/s^2)"	"Absolute acceleration (m/s^2)"
2.443865962E0	1.436753273E-1	3.720026016E-1	-5.791163445E-2	4.029668630E-1
2.451922484E0	2.017180622E-1	3.137187958E-1	-1.665616035E-2	3.733458010E-1
2.459948488E0	1.881130338E-1	2.964925766E-1	4.189145565E-2	3.536230415E-1
2.467943976E0	2.686091661E-1	2.572383881E-1	6.741535664E-2	3.779779130E-1
2.475969981E0	4.690260887E-1	1.360311508E-1	2.397656441E-2	4.889425544E-1
2.484026502E0	7.044324875E-1	1.431941986E-2	-9.814047813E-2	7.113801576E-1
2.492052507E0	7.526392937E-1	2.659988403E-2	-1.840463877E-1	7.752719091E-1
2.500109029E0	5.181128979E-1	2.784843445E-1	-9.880328178E-2	5.964533457E-1
2.508104516E0	2.682885230E-1	5.477523804E-1	1.030678749E-1	6.185744810E-1
2.516130521E0	1.909568608E-1	6.716403961E-1	2.902147770E-1	7.561679451E-1
2.524156527E0	3.394171000E-1	6.138677597E-1	2.299184799E-1	7.381734901E-1
2.532152014E0	5.462618470E-1	6.016359329E-1	4.056406021E-2	8.136419632E-1
2.540178018E0	6.504738331E-1	6.708889008E-1	-1.703681946E-1	9.498596983E-1
2.548234540E0	6.638599634E-1	8.601598740E-1	-3.872539997E-1	1.153495002E0
2.556291062E0	6.702227592E-1	9.899883270E-1	-5.122926235E-1	1.300661050E0
2.564317066E0	8.669059873E-1	9.215888977E-1	-6.605564356E-1	1.427300561E0
2.572373589E0	1.001405835E0	9.134931564E-1	-6.737893820E-1	1.513695982E0
2.580430111E0	1.047340274E0	8.820438385E-1	-5.357155800E-1	1.470344914E0
2.588425598E0	9.373168349E-1	1.023657799E0	-2.727746964E-1	1.414511991E0
2.596451602E0	9.685184360E-1	1.152306557E0	-7.411980629E-2	1.507093928E0
2.604508125E0	1.129860759E0	1.136883736E0	-9.234976768E-2	1.605496323E0
2.612564646E0	1.338911772E0	1.099635124E0	-2.728056908E-1	1.753939875E0
2.620590650E0	1.555267215E0	1.046205521E0	-4.869093895E-1	1.936616342E0
2.628586139E0	1.680775285E0	1.200404167E0	-7.767496109E-1	2.206652596E0
2.636642661E0	1.757216930E0	1.417395592E0	-1.162714362E0	2.539434246E0
2.644699182E0	1.455163717E0	1.854157448E0	-1.540750027E0	2.815903395E0
2.652755704E0	1.139855146E0	2.377160072E0	-1.701172829E0	3.137538646E0
2.660812225E0	8.491019011E-1	2.744000435E0	-1.620045066E0	3.297735350E0
2.668838230E0	1.102999806E0	2.490111351E0	-1.682648301E0	3.201338535E0
2.676894752E0	1.639461279E0	2.010615349E0	-2.010352135E0	3.282060796E0
2.684951274E0	1.915621519E0	1.601756096E0	-1.997357845E0	3.197603283E0
2.693007796E0	2.062613487E0	1.400915146E0	-1.829895735E0	3.092807146E0
2.701064318E0	2.084953308E0	1.285906792E0	-1.447993517E0	2.845570558E0
2.709090322E0	2.137476683E0	1.070588112E0	-1.109097004E0	2.635348485E0
2.717146845E0	1.900553942E0	1.070567131E0	-7.335948944E-1	2.301386699E0
2.725172849E0	1.191729665E0	1.758620262E0	-5.715429783E-1	2.199915043E0
2.733229370E0	4.157696962E-1	2.828521729E0	-2.463712692E-1	2.869511877E0
2.741285893E0	-1.636505127E-2	3.653449059E0	4.606039524E-1	3.682405985E0
2.749311897E0	2.218470573E-1	3.387315750E0	6.206769943E-1	3.450849756E0
2.757368420E0	8.307437897E-1	2.724017143E0	1.430511475E-1	2.851467740E0
2.765424941E0	1.498229861E0	1.991000175E0	-7.715682983E-1	2.608465460E0
2.773481463E0	1.826202035E0	1.356589317E0	-1.420632362E0	2.682078440E0
2.781537984E0	2.068625212E0	9.058723450E-1	-1.723116636E0	2.840589008E0
2.789563989E0	2.001042604E0	5.699348450E-1	-1.760113955E0	2.725251982E0
2.797620511E0	1.596321583E0	5.566577911E-1	-1.656233072E0	2.366689351E0
2.805677033E0	8.438204527E-1	1.369562149E0	-1.498605251E0	2.198533860E0
2.813733554E0	4.864318371E-1	1.815293312E0	-1.443910837E0	2.369975579E0
2.821790077E0	-2.505166531E-1	2.166429520E0	-1.221158028E0	2.499480423E0
2.829846599E0	-8.145763874E-1	2.856432438E0	-8.736171722E-1	3.096118203E0
2.837903120E0	-1.155098200E0	3.217226505E0	-4.715056419E-1	3.450668893E0
2.845929125E0	-8.485522270E-1	2.867002964E0	-3.175044060E-1	3.006751723E0
2.853985647E0	-2.656259537E-1	1.835598946E0	-4.439501762E-1	1.907111008E0
2.862042169E0	2.914617062E-1	1.022128582E0	-7.320680618E-1	1.290589172E0
2.870098690E0	6.905744076E-1	2.515053749E-1	-1.121851921E0	1.341156105E0
2.878124695E0	6.721789837E-1	-2.821311951E-1	-1.346086025E0	1.530807037E0
2.886181217E0	5.483448505E-1	-6.126470566E-1	-1.273745060E0	1.516062324E0
2.894237738E0	2.366814613E-1	-7.274670601E-1	-8.497805595E-1	1.143395573E0
2.902294260E0	-2.723846436E-1	-4.445843697E-1	-3.732757568E-1	6.412358743E-1
2.910350783E0	-9.009637833E-1	2.766013145E-1	-1.564669609E-1	9.553669116E-1
2.918407304E0	-1.141609907E0	6.281886101E-1	-8.494348526E-1	1.555452885E0
2.926433308E0	-1.322188139E0	7.790064812E-1	-1.760693789E0	2.335610239E0
2.934489831E0	-1.117645741E0	4.695858955E-1	-2.143205643E0	2.462310570E0
2.942546353E0	-6.726870537E-1	-1.127438545E-1	-1.962167978E0	2.077335366E0
2.950602874E0	-2.370510101E-1	-9.764094353E-1	-1.634264469E0	1.918433976E0
2.958628879E0	1.175851822E-1	-1.827767372E0	-1.277513504E0	2.233069769E0
2.966685401E0	1.993780136E-1	-2.554299831E0	-5.842351913E-1	2.627837510E0
2.974741923E0	1.647276878E-1	-2.940841198E0	5.037803650E-1	2.988223020E0
2.982798444E0	1.469316483E-1	-3.031135798E0	1.360816002E0	3.325837236E0
2.990854966E0	-6.793022156E-2	-2.945747137E0	1.825355530E0	3.466116490E0
2.998911488E0	-8.224458694E-1	-2.180254936E0	1.541932583E0	2.794187697E0
3.006937492E0	-1.821877480E0	-5.253276825E-1	7.088108063E-1	2.024257761E0
3.014994014E0	-2.040843964E0	4.168314934E-1	-2.686119080E-2	2.083150043E0
3.023050537E0	-1.786468029E0	1.117129326E-1	-7.888531685E-1	1.956076972E0
3.031107058E0	-1.054651737E0	-1.140966892E0	-1.647139549E0	2.264324277E0
3.039163580E0	-3.508348465E-1	-2.102527142E0	-1.770278454E0	2.770846671E0
3.047220102E0	-6.731748581E-2	-2.537574768E0	-9.794197083E-1	2.720860216E0
3.055276623E0	-9.399366379E-2	-2.946839333E0	3.204679489E-1	2.965703385E0
3.063333146E0	-2.554264069E-1	-3.222753763E0	1.460239887E0	3.547349010E0
3.071359150E0	-4.912481308E-1	-3.338475704E0	2.280662060E0	4.072857005E0
3.079415672E0	-9.104857445E-1	-3.372176170E0	3.024898052E0	4.620667121E0
3.087472194E0	-1.301284313E0	-2.957434654E0	3.496318817E0	4.760672838E0
3.095528716E0	-1.509870529E0	-2.530925035E0	3.515771389E0	4.587585314E0
3.103585237E0	-1.441806316E0	-2.523411036E0	3.047526836E0	4.211155248E0
3.111611242E0	-1.395555019E0	-2.533819914E0	2.456710815E0	3.795160761E0
3.119667764E0	-1.208284378E0	-2.588258982E0	2.067209244E0	3.525959409E0
3.127724286E0	-8.634777069E-1	-2.869259834E0	2.012524128E0	3.609501228E0
3.135780807E0	-4.071264267E-1	-3.247271061E0	2.027529716E0	3.849856883E0
3.143837329E0	-5.205440521E-2	-3.733793736E0	2.357368469E0	4.416006275E0
3.151893852E0	8.499240875E-2	-3.959702730E0	2.793636322E0	4.846738421E0
3.159919856E0	1.314501762E-1	-3.861225367E0	3.080079556E0	4.940974656E0
3.167976377E0	-4.862785339E-3	-3.360715628E0	2.825569630E0	4.390703464E0
3.176032900E0	-1.481604576E-1	-2.861921549E0	2.277750969E0	3.660696102E0
3.184089421E0	-1.794734001E-1	-2.666166306E0	1.730278492E0	3.183475637E0
3.192145943E0	-1.445403099E-1	-2.625288010E0	1.266587257E0	2.918436622E0
3.200202465E0	5.575227737E-2	-2.715024948E0	8.907370567E-1	2.857950540E0
3.208228470E0	2.432703972E-1	-2.848881483E0	9.380440712E-1	3.009191398E0
3.216284991E0	2.601079941E-1	-3.035248041E0	1.255830765E0	3.295071737E0
3.224341513E0	4.477787018E-2	-2.945904016E0	1.370290279E0	3.249315464E0
3.232398036E0	-2.271480560E-1	-2.550421476E0	1.503567696E0	2.969336923E0
3.240454557E0	-3.631677628E-1	-2.320377827E0	1.457112789E0	2.763914210E0
3.248511079E0	-3.689250946E-1	-2.169529438E0	1.156686306E0	2.486138958E0
3.256567601E0	-2.270321846E-1	-2.066373825E0	9.334511757E-1	2.278766222E0
3.264593606E0	-9.455108643E-2	-2.135912895E0	7.479434013E-1	2.265056983E0
3.272650127E0	8.208084106E-2	-2.227629185E0	5.430297852E-1	2.294330054E0
3.280706649E0	2.154431343E-1	-2.268218040E0	3.628563881E-1	2.307139697E0
3.288763170E0	9.243917465E-2	-2.252583981E0	3.524341583E-1	2.281860957E0
3.296819693E0	5.060195923E-2	-2.264784813E0	4.274539948E-1	2.305325948E0
3.304845697E0	2.602672577E-2	-2.211227894E0	6.152496338E-1	2.295373238E0
3.312902219E0	-1.075453758E-1	-2.183888435E0	7.527823448E-1	2.312491290E0
3.320958741E0	-2.826242447E-1	-2.026491165E0	6.824049950E-1	2.156900434E0
3.328984745E0	-4.550161362E-1	-1.601229668E0	3.827142715E-1	1.708053379E0
3.337010750E0	-5.971012115E-1	-1.261278629E0	-2.392082214E-1	1.415829866E0
3.345067272E0	-6.847100258E-1	-1.130771637E0	-7.645769119E-1	1.527105160E0
3.353123794E0	-7.915992737E-1	-1.079302311E0	-1.055324554E0	1.704474348E0
3.361180315E0	-9.755911827E-1	-9.376215935E-1	-9.895792007E-1	1.676358972E0
3.369236838E0	-1.117604733E0	-8.212866783E-1	-7.209210396E-1	1.563099258E0
3.377293360E0	-1.008411407E0	-8.559136391E-1	-3.523035049E-1	1.368794902E0
3.385349881E0	-7.102394104E-1	-1.276055813E0	2.605233192E-1	1.483452344E0
3.393375886E0	-2.697515488E-1	-1.800450325E0	1.124577999E0	2.139874517E0
3.401432408E0	1.042757034E-1	-2.142523766E0	1.496793747E0	2.615659196E0
3.409488930E0	3.229389191E-1	-2.374535561E0	1.302516937E0	2.727500513E0
3.417545451E0	1.640233994E-1	-2.281273842E0	7.931189537E-1	2.420775019E0
3.425601973E0	-3.043880463E-1	-1.777437687E0	2.426238060E-1	1.819561245E0
3.433658495E0	-9.518489838E-1	-1.168368816E0	-2.964367867E-1	1.535896138E0
3.441684499E0	-1.302275181E0	-7.234735489E-1	-6.379423141E-1	1.620587862E0
3.449741021E0	-1.452856541E0	-4.999146461E-1	-7.274956703E-1	1.699987274E0
3.457797544E0	-1.312670708E0	-5.916137695E-1	-4.683179855E-1	1.514078259E0
3.465854065E0	-9.677395821E-1	-9.546074867E-1	-1.192307472E-1	1.364555357E0
3.473880070E0	-4.808750153E-1	-1.172679424E0	2.428789139E-1	1.290506869E0
3.481936592E0	-1.687870026E-1	-1.393829346E0	5.373735428E-1	1.503336164E0
3.489993114E0	-1.187734604E-1	-1.532223701E0	7.051815987E-1	1.690886659E0
3.498049635E0	-1.416740417E-1	-1.634832859E0	9.436950684E-1	1.892963389E0
3.506075640E0	-2.690482140E-1	-1.692611694E0	9.632062912E-1	1.965982617E0
3.514132162E0	-4.600176811E-1	-1.774198055E0	7.609524727E-1	1.984551252E0
3.522188684E0	-6.513710022E-1	-1.519149780E0	5.691442490E-1	1.748149139E0
3.530214689E0	-7.558455467E-1	-1.214989662E0	4.878840446E-1	1.511798006E0
3.538240693E0	-8.301930428E-1	-9.730916023E-1	3.062515259E-1	1.315263377E0
3.546297215E0	-6.519188881E-1	-8.029069901E-1	1.968770027E-1	1.052814526E0
3.554353737E0	-4.015650749E-1	-7.013888359E-1	7.386970520E-2	8.115771940E-1
3.562410259E0	-2.654500008E-1	-7.186722755E-1	-1.373877525E-1	7.783501378E-1
3.570466780E0	-2.286725044E-1	-7.769851685E-1	-2.033119202E-1	8.350645503E-1
3.578523302E0	-1.557641029E-1	-9.158606529E-1	-1.548280716E-1	9.418253145E-1
3.586549307E0	-2.280330658E-1	-9.697937965E-1	-1.521687508E-1	1.007796813E0
3.594605828E0	-3.134169579E-1	-8.355712891E-1	-1.513690948E-1	9.051641682E-1
3.602662350E0	-3.106718063E-1	-6.655263901E-1	-6.619262695E-2	7.374441070E-1
3.610718873E0	-1.932950020E-1	-6.021795273E-1	-1.672525406E-1	6.541838833E-1
3.618775394E0	-8.077383041E-2	-4.876937866E-1	-5.928997993E-1	7.719454730E-1
3.626801398E0	-1.360492706E-1	-1.407117844E-1	-1.037048817E0	1.055357503E0
3.634857921E0	-1.957573891E-1	1.412115097E-1	-1.169247150E0	1.193901397E0
3.642914443E0	-2.151589394E-1	2.513413429E-1	-1.036886692E0	1.088393243E0
3.650970964E0	-2.261290550E-1	1.421580315E-1	-7.936015129E-1	8.373449807E-1
3.658996969E0	-1.180400848E-1	-1.288981438E-1	-4.760866165E-1	5.071554589E-1
3.667053491E0	-6.524085999E-3	-3.454132080E-1	-1.225709915E-1	3.665739979E-1
3.675110013E0	1.228680611E-1	-5.047535896E-1	3.206110001E-2	5.204811820E-1
3.683166534E0	1.695728302E-1	-5.200114250E-1	-1.095066071E-1	5.578158512E-1
3.691192539E0	2.323708534E-1	-2.632598877E-1	-3.081030846E-1	4.671503962E-1
3.699249061E0	2.512712479E-1	2.329483032E-1	-4.719409943E-1	5.832070422E-1
3.707183514E0	2.305936813E-1	7.292122841E-1	-5.800023079E-1	9.598576344E-1
3.715209519E0	4.724128246E-1	7.531170845E-1	-6.907987595E-1	1.125860625E0
3.723235523E0	5.848231316E-1	6.560721397E-1	-8.181319237E-1	1.200745016E0
3.731292046E0	7.431488037E-1	4.663991928E-1	-8.056612015E-1	1.191170988E0
3.739318050E0	7.671062946E-1	5.035018921E-2	-7.768964767E-1	1.092957156E0
3.747374572E0	7.826101780E-1	-2.508845329E-1	-5.887932777E-1	1.010989250E0
3.755431094E0	9.566676617E-1	-3.580107689E-1	-5.931482315E-1	1.181189887E0
3.763487616E0	9.496970177E-1	-3.062005043E-1	-7.666010857E-1	1.258316494E0
3.771544137E0	9.135518074E-1	8.093595505E-2	-8.975644112E-1	1.283257342E0
3.779600659E0	9.401679039E-1	5.796279907E-1	-1.088619947E0	1.550799047E0
3.787626664E0	9.403538704E-1	7.364244461E-1	-1.264649868E0	1.739518800E0
3.795683186E0	9.281580448E-1	7.671709061E-1	-1.430238962E0	1.869655595E0
3.803739707E0	8.268067837E-1	7.805171013E-1	-1.341692924E0	1.758680274E0
3.811796229E0	8.899111748E-1	5.333657265E-1	-1.013784647E0	1.450579266E0
3.819852752E0	1.043618202E0	7.397556305E-2	-6.023912430E-1	1.207264074E0
3.827909273E0	1.111435652E0	-1.223254204E-1	-3.987040520E-1	1.187104729E0
3.835935277E0	1.063790798E0	-2.687692642E-2	-9.128952026E-2	1.068038861E0
3.843991800E0	9.850783348E-1	2.180299759E-1	-9.585523605E-2	1.013461702E0
3.852048321E0	7.626514435E-1	5.426530838E-1	-2.465043068E-1	9.679225004E-1
3.860104843E0	5.918831825E-1	9.529242516E-1	-5.563268661E-1	1.252154109E0
3.868161365E0	6.467442513E-1	1.279027939E0	-1.139510632E0	1.831031151E0
3.876187370E0	8.474302292E-1	1.353015900E0	-1.701974869E0	2.333561328E0
3.884243891E0	1.012459755E0	1.285687447E0	-1.892880201E0	2.502211506E0
3.892300413E0	9.080533981E-1	1.477353096E0	-1.825295210E0	2.517704460E0
3.900356935E0	7.321734428E-1	1.692891598E0	-1.638319969E0	2.466992548E0
3.908413457E0	4.512102604E-1	1.832788467E0	-1.379339933E0	2.337794456E0
3.916469979E0	2.503137589E-1	2.016472816E0	-1.125822544E0	2.322992897E0
3.924526501E0	2.155461311E-1	2.157843590E0	-9.326889515E-1	2.360647744E0
3.932583022E0	2.508733273E-1	2.230684757E0	-1.048980713E0	2.477751490E0
3.940609027E0	1.690940857E-1	2.404280186E0	-1.202744722E0	2.693650105E0
3.948665549E0	1.148126125E-1	2.648814201E0	-1.275392771E0	2.942112392E0
3.956722070E0	-2.230763435E-2	2.907899380E0	-1.043437004E0	3.089520548E0
3.964778592E0	1.133415699E-1	2.986117363E0	-1.065793991E0	3.172642439E0
3.972835115E0	3.847508430E-1	2.723076344E0	-1.339013815E0	3.058780146E0
3.980891636E0	6.163051128E-1	2.561957359E0	-1.537071228E0	3.050581168E0
3.988948158E0	7.583594322E-1	2.362091541E0	-1.605947495E0	2.955275424E0
3.996974163E0	7.589454651E-1	2.286253452E0	-1.330203772E0	2.751798528E0
4.005030685E0	9.285981655E-1	2.180398941E0	-9.174339771E-1	2.541282983E0
4.013087206E0	1.216042757E0	1.991252422E0	-5.973138809E-1	2.408449723E0
4.021143728E0	1.456266165E0	1.894240856E0	-5.839586258E-1	2.459647788E0
4.029200251E0	1.478055477E0	1.882468224E0	-4.381561279E-1	2.433169825E0
4.037226255E0	1.318121195E0	2.057540894E0	-2.921838760E-1	2.460952952E0
4.045282776E0	1.117802143E0	2.362646103E0	-3.882679939E-1	2.642409937E0
4.053339299E0	1.070383549E0	2.509405613E0	-7.986130714E-1	2.842643191E0
4.061365303E0	1.002749681E0	2.494535446E0	-8.757491112E-1	2.827569720E0
4.069421824E0	1.106911898E0	2.202525139E0	-6.876873970E-1	2.559157067E0
4.077447830E0	1.382448196E0	1.689283371E0	-4.554505348E-1	2.229860200E0
4.085473835E0	1.690428257E0	1.177816391E0	-4.293580055E-1	2.104553976E0
4.093499839E0	1.947280407E0	8.848152161E-1	-4.875149727E-1	2.193734213E0
4.101495326E0	2.010291100E0	7.548789978E-1	-6.455354691E-1	2.242282018E0
4.109521331E0	1.791568637E0	9.419665337E-1	-7.605276108E-1	2.162272272E0
4.117577853E0	1.466819406E0	1.410127640E0	-7.504153252E-1	2.168672933E0
4.125634374E0	1.098270416E0	1.808974743E0	-6.849584579E-1	2.224355101E0
4.133660379E0	9.636485577E-1	1.900124550E0	-7.113380432E-1	2.246128594E0
4.141716901E0	9.715983868E-1	1.760445118E0	-7.792038918E-1	2.156462182E0
4.149773423E0	1.053178549E0	1.565887928E0	-7.703981400E-1	2.038308944E0
4.157829945E0	1.105956078E0	1.434945583E0	-7.151441574E-1	1.947726582E0
4.165825433E0	1.062037706E0	1.356625557E0	-7.024860382E-1	1.860603027E0
4.173881954E0	1.010823250E0	1.398042202E0	-6.792492867E-1	1.854094182E0
4.181907959E0	9.827952385E-1	1.325529099E0	-7.310972214E-1	1.804831576E0
4.189964481E0	1.002362490E0	1.160462379E0	-7.997407913E-1	1.729447550E0
4.198021003E0	8.995761871E-1	1.074665070E0	-7.151122093E-1	1.573381009E0
4.206016490E0	7.587249279E-1	1.285296917E0	-5.018997192E-1	1.574660284E0
4.214073012E0	5.811913013E-1	1.516424179E0	-6.171598434E-1	1.737300173E0
4.222068499E0	4.875531197E-1	1.670163155E0	-8.779869080E-1	1.948849409E0
4.230125022E0	3.880534172E-1	1.851772308E0	-9.942889214E-1	2.137348029E0
4.238181544E0	3.244163990E-1	1.869086742E0	-8.811540604E-1	2.091689205E0
4.246207548E0	3.624870777E-1	1.766886711E0	-8.255653381E-1	1.983644035E0
4.254264070E0	4.008131027E-1	1.637765408E0	-8.077092171E-1	1.869577720E0
4.262290074E0	4.026162624E-1	1.614087582E0	-6.049532890E-1	1.770126283E0
4.270316079E0	4.497666359E-1	1.608382702E0	-3.873405457E-1	1.714414664E0
4.278372601E0	5.013954639E-1	1.539447308E0	-3.886108398E-1	1.665026669E0
4.286429123E0	6.783022881E-1	1.390965939E0	-5.946545601E-1	1.657858342E0
4.294455128E0	7.451221943E-1	1.259912491E0	-5.992674828E-1	1.581678882E0
4.302511649E0	7.392544746E-1	1.287261486E0	-4.717717171E-1	1.557596824E0
4.310568171E0	7.174489498E-1	1.336990356E0	-3.857002258E-1	1.565580044E0
4.318594176E0	7.969229221E-1	1.319152832E0	-5.497260094E-1	1.636291240E0
4.326589663E0	6.109261513E-1	1.526127815E0	-8.313741684E-1	1.842140027E0
4.334585151E0	4.149353504E-1	1.936718941E0	-8.698163033E-1	2.163245710E0
4.342580638E0	3.497982025E-1	2.101898193E0	-7.570371628E-1	2.261291680E0
4.350606643E0	5.087528229E-1	1.986295700E0	-6.354565620E-1	2.146626443E0
4.358663165E0	8.277480602E-1	1.630842209E0	-4.598412514E-1	1.885806760E0
4.366719687E0	1.047903776E0	1.368195534E0	-1.137475967E-1	1.727136317E0
4.374745692E0	1.296234608E0	1.192195415E0	1.139068604E-2	1.761159792E0
4.382802213E0	1.413355947E0	1.224728107E0	-9.275913239E-3	1.870192507E0
4.390858735E0	1.336261988E0	1.495877743E0	-1.982803345E-1	2.015579671E0
4.398915257E0	1.005198956E0	2.053030968E0	-5.879602432E-1	2.360308951E0
4.406971779E0	6.299860477E-1	2.615406513E0	-1.051687241E0	2.888473594E0
4.415028301E0	4.145905972E-1	2.947269917E0	-1.369752884E0	3.276355946E0
4.423084822E0	3.607225418E-1	2.988617420E0	-1.601374388E0	3.409744091E0
4.431110827E0	4.481379986E-1	2.881147385E0	-1.763111591E0	3.407403763E0
4.439167349E0	6.567831039E-1	2.735750198E0	-1.641988516E0	3.257578776E0
4.447193354E0	8.064877987E-1	2.501247883E0	-1.345617771E0	2.952515999E0
4.455249876E0	9.499766827E-1	2.355678082E0	-9.563512802E-1	2.714089662E0
4.463306397E0	1.048846483E0	2.229370594E0	-7.825527191E-1	2.585064980E0
4.471362919E0	1.210623741E0	2.131224155E0	-7.994399071E-1	2.578144761E0
4.479419441E0	1.238922596E0	2.156208992E0	-9.087028503E-1	2.647622950E0
4.487445446E0	1.191783905E0	2.183556080E0	-8.749279976E-1	2.636999247E0
4.495501967E0	9.643988609E-1	2.426130772E0	-1.032756329E0	2.807625566E0
4.503558489E0	8.201560974E-1	2.757466316E0	-1.276575089E0	3.147367228E0
4.511615012E0	5.394098759E-1	3.145833015E0	-1.740753889E0	3.635581450E0
4.519671533E0	4.810559750E-1	3.404445171E0	-2.398265362E0	4.192056598E0
4.527728055E0	3.847167492E-1	3.507793903E0	-2.665514708E0	4.422396828E0
4.535784576E0	6.128227711E-1	3.366242409E0	-2.556992531E0	4.271457656E0
4.543810581E0	9.067740440E-1	2.924614906E0	-2.172849894E0	3.754582291E0
4.551836585E0	1.201552391E0	2.290535927E0	-1.521019459E0	3.000630463E0
4.559893108E0	1.491311312E0	1.839550972E0	-9.473571777E-1	2.550576960E0
4.567949630E0	1.489607811E0	1.587171555E0	-7.418632507E-1	2.299653465E0
4.576006151E0	1.169188738E0	1.827509403E0	-9.317469597E-1	2.361132212E0
4.584062673E0	9.443666935E-1	2.173056602E0	-1.495047569E0	2.801637143E0
4.592088678E0	6.582889557E-1	2.268975258E0	-2.174014091E0	3.210596571E0
4.600145200E0	4.854938984E-1	2.420095921E0	-2.296891928E0	3.371688170E0
4.608201721E0	3.228282928E-1	2.487067699E0	-2.126301765E0	3.287990731E0
4.616258243E0	2.073965073E-1	2.565369606E0	-1.966554403E0	3.239053990E0
4.624314766E0	3.220472336E-1	2.111681461E0	-1.901688576E0	2.859953226E0
4.632371287E0	4.431405067E-1	1.632315159E0	-1.862047672E0	2.515561134E0
4.640427809E0	5.148222446E-1	1.325007915E0	-1.673930645E0	2.196071885E0
4.648484330E0	3.396253586E-1	9.998302460E-1	-1.414818764E0	1.765422907E0
4.656510335E0	-6.037712097E-2	8.875994682E-1	-9.752125740E-1	1.320044612E0
4.664566857E0	-4.819207191E-1	6.293339729E-1	-2.972164154E-1	8.465497189E-1
4.672623379E0	-2.781982422E-1	6.190061569E-2	-2.907481194E-1	4.071368530E-1
4.680679901E0	-4.063224792E-2	-4.204654694E-1	-1.403391361E0	1.465588449E0
4.688736423E0	-3.828964233E-1	-1.675324440E-1	-2.443056583E0	2.478548418E0
4.696792945E0	-8.242917061E-1	1.292505264E-1	-2.573658228E0	2.705527525E0
4.704818950E0	-9.160528183E-1	-1.965136528E-1	-2.139668226E0	2.335797615E0
4.712875471E0	-9.294176102E-1	-6.078395844E-1	-1.661371708E0	1.998359829E0
4.720931993E0	-8.715610504E-1	-1.129247665E0	-1.171637535E0	1.845955977E0
4.728988514E0	-1.129355431E0	-1.598226547E0	-6.157736778E-1	2.051572326E0
4.737045036E0	-1.571585655E0	-1.546564102E0	2.588124275E-1	2.220073392E0
4.745101559E0	-1.744356632E0	-1.640577793E0	1.239783764E0	2.696542107E0
4.753127563E0	-1.579251289E0	-2.192399502E0	1.506584167E0	3.093613755E0
4.761153568E0	-8.863062859E-1	-3.370040655E0	9.236311913E-1	3.604969823E0
4.769210089E0	-2.382173538E-1	-4.332807541E0	-3.319849968E-1	4.352032023E0
4.777266611E0	-3.302216530E-1	-4.693325520E0	-7.573328018E-1	4.765490924E0
4.785323133E0	-1.174966335E0	-4.220322609E0	3.840270042E-1	4.397629538E0
4.793349138E0	-1.905850410E0	-3.341614008E0	1.602950573E0	4.167505309E0
4.801405659E0	-2.063576221E0	-3.023200035E0	2.665978909E0	4.528303083E0
4.809462181E0	-1.651685238E0	-3.624869108E0	3.121177197E0	5.060581712E0
4.817518704E0	-1.168323040E0	-4.152343750E0	2.810002327E0	5.148111345E0
4.825575225E0	-7.620286942E-1	-4.621925354E0	3.019492626E0	5.573169424E0
4.833631747E0	-3.660750389E-1	-4.980429649E0	3.652288437E0	6.186913710E0
4.841688269E0	-4.381608963E-2	-5.228479385E0	3.823681831E0	6.477612159E0
4.849714274E0	1.127347946E-1	-5.432945728E0	3.203599453E0	6.308142189E0
4.857770795E0	1.837110519E-1	-5.065268040E0	2.437202454E0	5.624112896E0
4.865827317E0	2.489933968E-1	-4.812503338E0	2.256098747E0	5.320917933E0
4.873883838E0	4.911708832E-2	-4.689189434E0	2.868445396E0	5.497171002E0
4.881940361E0	-1.034212112E-1	-4.488316059E0	3.515348911E0	5.702048313E0
4.889996883E0	4.789495468E-2	-4.705982208E0	3.974500656E0	6.159968988E0
4.898022887E0	1.917724609E-1	-5.081291676E0	4.067267418E0	6.511448842E0
4.906079409E0	1.180424690E-1	-5.143264771E0	3.949784279E0	6.485977365E0
4.914135931E0	-1.579632759E-1	-4.841547012E0	3.911356449E0	6.226093409E0
4.922192453E0	-3.781824112E-1	-4.421267509E0	3.897021770E0	5.905709695E0
4.930248974E0	-6.684546471E-1	-3.968110561E0	3.793531418E0	5.530245353E0
4.938274979E0	-7.801756859E-1	-3.356496096E0	3.365384102E0	4.816694955E0
4.946331501E0	-7.479920387E-1	-3.013913631E0	2.848891735E0	4.214184570E0
4.954388023E0	-7.652797699E-1	-2.972142220E0	2.453956127E0	3.929527093E0
4.962444544E0	-7.846918106E-1	-2.938015699E0	2.189471722E0	3.747194138E0
4.970501067E0	-7.814435959E-1	-2.903083086E0	1.913717270E0	3.563826495E0
4.978527071E0	-7.462835312E-1	-2.804162264E0	1.659244537E0	3.342657258E0
4.986583593E0	-6.759443283E-1	-2.633946419E0	1.492691040E0	3.102047874E0
4.994640115E0	-6.722459793E-1	-2.259783268E0	1.152408600E0	2.624229536E0
5.002696637E0	-6.903357506E-1	-1.933218718E0	6.311874390E-1	2.147625582E0
5.010753158E0	-6.915097237E-1	-1.786190033E0	2.407412529E-1	1.930444737E0
5.018809680E0	-8.665456772E-1	-1.594175339E0	-9.527063370E-2	1.816968056E0
5.026866202E0	-1.005064011E0	-1.279414177E0	-3.072781563E-1	1.655739764E0
